"typeName","type","value"
"ESMASubAssetClasses","enumeratedString","SingleNameCDSOption"
"ESMASubAssetClasses","enumeratedString","SovereignBond"
"ESMASubAssetClasses","enumeratedString","Spot"
"ESMASubAssetClasses","enumeratedString","StockDividendFutureOrForward"
"ESMASubAssetClasses","enumeratedString","StockDividendOption"
"ESMASubAssetClasses","enumeratedString","StockFutureOrForward"
"ESMASubAssetClasses","enumeratedString","StockIndexFutureOrForward"
"ESMASubAssetClasses","enumeratedString","StockIndexOption"
"ESMASubAssetClasses","enumeratedString","StockOption"
"ESMASubAssetClasses","enumeratedString","Swap"
"ESMASubAssetClasses","enumeratedString","Swaption"
"ESMASubAssetClasses","enumeratedString","VolatilityIndexFutureOrForward"
"ESMASubAssetClasses","enumeratedString","VolatilityIndexOption"
"EUAffiliateStatusType","enumeratedString","AffiliateInSameMemberState"
"EUAffiliateStatusType","enumeratedString","AffiliateSubjectToMargin"
"EUAffiliateStatusType","enumeratedString","EUFC-NonEUAffiliate"
"EUAffiliateStatusType","enumeratedString","EUNFC-NonEUAffiliate"
"EUAffiliateStatusType","enumeratedString","FCsInDifferentMemberStates"
"EUAffiliateStatusType","enumeratedString","NFC-FCInDifferentMemberStates"
"EUAffiliateStatusType","enumeratedString","NFCsInDifferentMemberStates"
"EUAffiliateStatusType","enumeratedString","NotAffiliate"
"EarlyTerminationType","enumeratedString","Mandatory"
"EarlyTerminationType","enumeratedString","None"
"EarlyTerminationType","enumeratedString","Optional"
"EmissionAllowances","enumeratedString","CertifiedEmissionReduction"
"EmissionAllowances","enumeratedString","EmissionReductionUnit"
"EmissionAllowances","enumeratedString","EuropeanUnionAllowance"
"EmissionAllowances","enumeratedString","EuropeanUnionAviationAllowance"
"EmissionAllowances","enumeratedString","NotApplicable"
"EmissionAllowances","enumeratedString","Other"
"EquityIndexType","enumeratedString","Dividend"
"EquityIndexType","enumeratedString","Other"
"EquityIndexType","enumeratedString","Stock"
"EquityIndexType","enumeratedString","Variance"
"EquityIndexType","enumeratedString","Volatility"
"ExecutionStyle","enumeratedString","Auction"
"ExecutionStyle","enumeratedString","BulletinBoard"
"ExecutionStyle","enumeratedString","CLOB"
"ExecutionStyle","enumeratedString","CTT"
"ExecutionStyle","enumeratedString","RFC"
"ExecutionStyle","enumeratedString","RFM"
"ExecutionStyle","enumeratedString","RFQ"
"ExecutionStyle","enumeratedString","RFQAnonymous"
"ExecutionStyle","enumeratedString","RFS"
"ExecutionStyle","enumeratedString","Voice"
"ExecutionType","enumeratedString","Electronic"
"ExecutionType","enumeratedString","Voice"
"ExecutionTypeType","enumeratedString","SEF"
"ExecutionTypeType","enumeratedString","SEF Anonymous CLOB"
"ExecutionTypeType","enumeratedString","Voice"
"ExecutionVenueType","enumeratedString","3C-Facility"
"ExecutionVenueType","enumeratedString","3C-MTF"
"ExecutionVenueType","enumeratedString","3C-OTF"
"ExecutionVenueType","enumeratedString","3C-RM"
"ExecutionVenueType","enumeratedString","ASIC_Exempt_Market"
"ExecutionVenueType","enumeratedString","ASIC_Licensed_Market"
"ExecutionVenueType","enumeratedString","ASIC_Regulated_Foreign_Market"
"ExecutionVenueType","enumeratedString","DCM"
"ExecutionVenueType","enumeratedString","ETP"
"ExecutionVenueType","enumeratedString","FCA-3C-MTF"
"ExecutionVenueType","enumeratedString","FCA-3C-OTF"
"ExecutionVenueType","enumeratedString","FCA-3C-RM"
"ExecutionVenueType","enumeratedString","FCA-MTF"
"ExecutionVenueType","enumeratedString","FCA-OTF"
"ExecutionVenueType","enumeratedString","FCA-RM"
"ExecutionVenueType","enumeratedString","FINMA-Recognised-Foreign-OTF"
"ExecutionVenueType","enumeratedString","FINMA-Recognised-Foreign-Venue"
"ExecutionVenueType","enumeratedString","FINMA-recognised-MTF"
"ExecutionVenueType","enumeratedString","MAS-Approved-Exchange"
"ExecutionVenueType","enumeratedString","MAS-Recognised-Market"
"ExecutionVenueType","enumeratedString","MTF"
"ExecutionVenueType","enumeratedString","OTF"
"ExecutionVenueType","enumeratedString","OffFacility"
"ExecutionVenueType","enumeratedString","QMTF"
"ExecutionVenueType","enumeratedString","RM"
"ExecutionVenueType","enumeratedString","SBSEF"
"ExecutionVenueType","enumeratedString","SEC-NSE"
"ExecutionVenueType","enumeratedString","SEF"
"ExecutionVenueType","enumeratedString","US-NonSEF-BrokerDealer"
"Family","enumeratedString","!NULL"
"Family","enumeratedString","AsiaPacific"
"Family","enumeratedString","CEEMEA"
"Family","enumeratedString","Crossover"
"Family","enumeratedString","HY"
"Family","enumeratedString","HiVol"
"Family","enumeratedString","IG"
"Family","enumeratedString","Senior"
"Family","enumeratedString","SeniorFinancials"
"Family","enumeratedString","SubFinancials"
"Family","enumeratedString","WesternEurope"
"FinraCatEvents","enumeratedString","ChildOrder"
"FinraCatEvents","enumeratedString","ExternalRouting"
"FinraCatEvents","enumeratedString","InternalRouting"
"FinraCatEvents","enumeratedString","NotApplicable"
"FinraCatEvents","enumeratedString","Order"
"FinraCatEvents","enumeratedString","OrderFulfillment"
"FinraCatEvents","enumeratedString","OrderSupplement"
"FinraCatEvents","enumeratedString","Other"
"FinraCatEvents","enumeratedString","PostTradeAllocation"
"FinraCatEvents","enumeratedString","Quote"
"FinraCatEvents","enumeratedString","Trade"
"FinraCatEvents","enumeratedString","TradeSupplement"
"FinraCatHandlingInstructionCodes","enumeratedString","AddLiquidityOnly"
"FinraCatHandlingInstructionCodes","enumeratedString","AddOnOrder"
"FinraCatHandlingInstructionCodes","enumeratedString","AllOrNone"
"FinraCatHandlingInstructionCodes","enumeratedString","AtOrBetween"
"FinraCatHandlingInstructionCodes","enumeratedString","Attributable"
"FinraCatHandlingInstructionCodes","enumeratedString","AuctionOrKill"
"FinraCatHandlingInstructionCodes","enumeratedString","AuctionResponse"
"FinraCatHandlingInstructionCodes","enumeratedString","BuyIn"
"FinraCatHandlingInstructionCodes","enumeratedString","CashNotHeld"
"FinraCatHandlingInstructionCodes","enumeratedString","ComplexOptionOrder"
"FinraCatHandlingInstructionCodes","enumeratedString","ConditionalOrder"
"FinraCatHandlingInstructionCodes","enumeratedString","ContingentOnMarketConditions"
"FinraCatHandlingInstructionCodes","enumeratedString","CounterpartyRestriction"
"FinraCatHandlingInstructionCodes","enumeratedString","CustomerInitiatedAccountCorrection"
"FinraCatHandlingInstructionCodes","enumeratedString","CustomerLimitPriceDetermined"
"FinraCatHandlingInstructionCodes","enumeratedString","DayOrder"
"FinraCatHandlingInstructionCodes","enumeratedString","DirectedOrders"
"FinraCatHandlingInstructionCodes","enumeratedString","DiscretionaryPeg"
"FinraCatHandlingInstructionCodes","enumeratedString","DisplayPrice"
"FinraCatHandlingInstructionCodes","enumeratedString","DisplayQuantity"
"FinraCatHandlingInstructionCodes","enumeratedString","DividendReinvestmentOrder"
"FinraCatHandlingInstructionCodes","enumeratedString","DoNotIncrease"
"FinraCatHandlingInstructionCodes","enumeratedString","DoNotReduce"
"FinraCatHandlingInstructionCodes","enumeratedString","DoNotRoute"
"FinraCatHandlingInstructionCodes","enumeratedString","ExchangeForPhysicalTransaction"
"FinraCatHandlingInstructionCodes","enumeratedString","FillOrKill"
"FinraCatHandlingInstructionCodes","enumeratedString","FuturesRelatedTrade"
"FinraCatHandlingInstructionCodes","enumeratedString","GOrder"
"FinraCatHandlingInstructionCodes","enumeratedString","GoodThisMonth"
"FinraCatHandlingInstructionCodes","enumeratedString","GoodTillCancelled"
"FinraCatHandlingInstructionCodes","enumeratedString","GoodTillCrossing"
"FinraCatHandlingInstructionCodes","enumeratedString","GoodTillDate"
"FinraCatHandlingInstructionCodes","enumeratedString","GoodTillTime"
"FinraCatHandlingInstructionCodes","enumeratedString","ImbalanceOnly"
"FinraCatHandlingInstructionCodes","enumeratedString","ImmediateOrCancel"
"FinraCatHandlingInstructionCodes","enumeratedString","IntraDayCross"
"FinraCatHandlingInstructionCodes","enumeratedString","LimitOnClose"
"FinraCatHandlingInstructionCodes","enumeratedString","LimitOnOpen"
"FinraCatHandlingInstructionCodes","enumeratedString","MarketAtClose"
"FinraCatHandlingInstructionCodes","enumeratedString","MarketAtOpen"
"FinraCatHandlingInstructionCodes","enumeratedString","MarketOnClose"
"FinraCatHandlingInstructionCodes","enumeratedString","MarketOnOpen"
"FinraCatHandlingInstructionCodes","enumeratedString","MarketPeg"
"FinraCatHandlingInstructionCodes","enumeratedString","MarketToLimit"
"FinraCatHandlingInstructionCodes","enumeratedString","MergerRelatedTransferPosition"
"FinraCatHandlingInstructionCodes","enumeratedString","MidpointOrBetter"
"FinraCatHandlingInstructionCodes","enumeratedString","MidpointPeg"
"FinraCatHandlingInstructionCodes","enumeratedString","NextTradeDaySettlement"
"FinraCatHandlingInstructionCodes","enumeratedString","NotApplicable"
"FinraCatHandlingInstructionCodes","enumeratedString","NotHeld"
"FinraCatHandlingInstructionCodes","enumeratedString","NyseFloorBrokerAlgo"
"FinraCatHandlingInstructionCodes","enumeratedString","OptOutOfLockedMarket"
"FinraCatHandlingInstructionCodes","enumeratedString","OptionsRelatedTrade"
"FinraCatHandlingInstructionCodes","enumeratedString","OrderEffectiveTime"
"FinraCatHandlingInstructionCodes","enumeratedString","OrderReceivedOrOriginatedWithTradingAlgo"
"FinraCatHandlingInstructionCodes","enumeratedString","OrderReceivedOrOriginatedWithTradingAlgoModifiedByClient"
"FinraCatHandlingInstructionCodes","enumeratedString","OverTheDay"
"FinraCatHandlingInstructionCodes","enumeratedString","PostOnly"
"FinraCatHandlingInstructionCodes","enumeratedString","PrimaryPeg"
"FinraCatHandlingInstructionCodes","enumeratedString","ReserveSideOrder"
"FinraCatHandlingInstructionCodes","enumeratedString","RetailLiquidityOrder"
"FinraCatHandlingInstructionCodes","enumeratedString","RoutedAsReceived"
"FinraCatHandlingInstructionCodes","enumeratedString","Scale"
"FinraCatHandlingInstructionCodes","enumeratedString","SelfTradePrevention"
"FinraCatHandlingInstructionCodes","enumeratedString","SellersOptionDateOfTradeSettlement"
"FinraCatHandlingInstructionCodes","enumeratedString","Slide"
"FinraCatHandlingInstructionCodes","enumeratedString","SmartRouter"
"FinraCatHandlingInstructionCodes","enumeratedString","SolicitationResponse"
"FinraCatHandlingInstructionCodes","enumeratedString","StopLimitOnQuote"
"FinraCatHandlingInstructionCodes","enumeratedString","StopOnQuote"
"FinraCatHandlingInstructionCodes","enumeratedString","StopPrice"
"FinraCatHandlingInstructionCodes","enumeratedString","StopStockTransaction"
"FinraCatHandlingInstructionCodes","enumeratedString","TimeManagedOrder"
"FinraCatHandlingInstructionCodes","enumeratedString","TrailingStop"
"FinraCatHandlingInstructionCodes","enumeratedString","WhileConnected"
"FinraCatHandlingInstructionCodes","enumeratedString","Work"
"FinraCatHandlingInstructionCodes","enumeratedString","WorkDiscretionPrice"
"FinraCatSubEvents","enumeratedString","Acceptance"
"FinraCatSubEvents","enumeratedString","Adjustment"
"FinraCatSubEvents","enumeratedString","Cancellation"
"FinraCatSubEvents","enumeratedString","Execution"
"FinraCatSubEvents","enumeratedString","Modification"
"FinraCatSubEvents","enumeratedString","NotApplicable"
"FinraCatSubEvents","enumeratedString","Origination"
"FinraCatSubEvents","enumeratedString","Other"
"FinraCatSubEvents","enumeratedString","Receipt"
"FloatLegIndex","enumeratedString","AUD-AONIA-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","AUD-AONIA-OIS-COMPOUND-SwapMarker"
"FloatLegIndex","enumeratedString","AUD-BBR-AUBBSW"
"FloatLegIndex","enumeratedString","AUD-BBR-BBSW"
"FloatLegIndex","enumeratedString","AUD-BBR-BBSW-Bloomberg"
"FloatLegIndex","enumeratedString","AUD-BBR-BBSY (BID)"
"FloatLegIndex","enumeratedString","AUD-BBR-ISDC"
"FloatLegIndex","enumeratedString","AUD-CPI"
"FloatLegIndex","enumeratedString","AUD-LIBOR-BBA"
"FloatLegIndex","enumeratedString","AUD-LIBOR-BBA-Bloomberg"
"FloatLegIndex","enumeratedString","AUD-LIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","AUD-Quarterly Swap Rate-ICAP"
"FloatLegIndex","enumeratedString","AUD-Quarterly Swap Rate-ICAP-Reference Banks"
"FloatLegIndex","enumeratedString","AUD-Semi-Annual Swap Rate-ICAP-Reference Banks"
"FloatLegIndex","enumeratedString","AUD-Semi-annual Swap Rate-ICAP"
"FloatLegIndex","enumeratedString","AUD-Swap Rate-Reuters"
"FloatLegIndex","enumeratedString","AUS-CPI"
"FloatLegIndex","enumeratedString","AUS-HICP"
"FloatLegIndex","enumeratedString","BLG-CPI-GI"
"FloatLegIndex","enumeratedString","BLG-CPI-HI"
"FloatLegIndex","enumeratedString","BLG-HICP"
"FloatLegIndex","enumeratedString","BR4CDI-ON.ONCDI"
"FloatLegIndex","enumeratedString","BRL-CDI"
"FloatLegIndex","enumeratedString","BRL-IGPM"
"FloatLegIndex","enumeratedString","BRL-IPCA"
"FloatLegIndex","enumeratedString","CAD-BA-CDOR"
"FloatLegIndex","enumeratedString","CAD-BA-CDOR-Bloomberg"
"FloatLegIndex","enumeratedString","CAD-BA-ISDD"
"FloatLegIndex","enumeratedString","CAD-BA-Reference Banks"
"FloatLegIndex","enumeratedString","CAD-BA-Reuters"
"FloatLegIndex","enumeratedString","CAD-BA-Telerate"
"FloatLegIndex","enumeratedString","CAD-CORRA-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","CAD-CPI"
"FloatLegIndex","enumeratedString","CAD-ISDA-Swap Rate"
"FloatLegIndex","enumeratedString","CAD-LIBOR-BBA"
"FloatLegIndex","enumeratedString","CAD-LIBOR-BBA-Bloomberg"
"FloatLegIndex","enumeratedString","CAD-LIBOR-BBA-SwapMarker"
"FloatLegIndex","enumeratedString","CAD-LIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","CAD-REPO-CORRA"
"FloatLegIndex","enumeratedString","CAD-TBILL-ISDD"
"FloatLegIndex","enumeratedString","CAD-TBILL-Reference Banks"
"FloatLegIndex","enumeratedString","CAD-TBILL-Reuters"
"FloatLegIndex","enumeratedString","CAD-TBILL-Telerate"
"FloatLegIndex","enumeratedString","CHF USD-Basis Swaps-11:00-ICAP"
"FloatLegIndex","enumeratedString","CHF-Annual Swap Rate"
"FloatLegIndex","enumeratedString","CHF-Annual Swap Rate-Reference Banks"
"FloatLegIndex","enumeratedString","CHF-ISDAFIX-Swap Rate"
"FloatLegIndex","enumeratedString","CHF-LIBOR-BBA"
"FloatLegIndex","enumeratedString","CHF-LIBOR-BBA-Bloomberg"
"FloatLegIndex","enumeratedString","CHF-LIBOR-ISDA"
"FloatLegIndex","enumeratedString","CHF-LIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","CHF-OIS-11:00-ICAP"
"FloatLegIndex","enumeratedString","CHF-SARON-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","CHF-TOIS-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","CLP-CAMARA-ABIF"
"FloatLegIndex","enumeratedString","CLP-CLICP-Bloomberg"
"FloatLegIndex","enumeratedString","CLP-CPI"
"FloatLegIndex","enumeratedString","CLP-ON-CLICP"
"FloatLegIndex","enumeratedString","CLP-TNA"
"FloatLegIndex","enumeratedString","CNH-HIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","CNH-HIBOR-TMA"
"FloatLegIndex","enumeratedString","CNY-CNREPOFIX=CFXS-Reuters"
"FloatLegIndex","enumeratedString","CNY-CPI"
"FloatLegIndex","enumeratedString","CNY-PBOCB-Reuters"
"FloatLegIndex","enumeratedString","CNY-SHIBOR-Reuters"
"FloatLegIndex","enumeratedString","CNY-Semi-Annual Swap Rate-11:00-BGCANTOR"
"FloatLegIndex","enumeratedString","CNY-Semi-Annual Swap Rate-Reference Banks"
"FloatLegIndex","enumeratedString","CNY-Shibor-OIS-Compounding"
"FloatLegIndex","enumeratedString","COP-IBR"
"FloatLegIndex","enumeratedString","COP-IBR-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","CZK-Annual Swap Rate-11:00-BGCANTOR"
"FloatLegIndex","enumeratedString","CZK-Annual Swap Rate-Reference Banks"
"FloatLegIndex","enumeratedString","CZK-CPI"
"FloatLegIndex","enumeratedString","CZK-PRIBOR-PRBO"
"FloatLegIndex","enumeratedString","CZK-PRIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","DEK-CPI"
"FloatLegIndex","enumeratedString","DEK-HICP"
"FloatLegIndex","enumeratedString","DEM-CPI"
"FloatLegIndex","enumeratedString","DEM-CPI-NRW"
"FloatLegIndex","enumeratedString","DEM-HICP"
"FloatLegIndex","enumeratedString","DKK-CIBOR-DKNA13"
"FloatLegIndex","enumeratedString","DKK-CIBOR-DKNA13-Bloomberg"
"FloatLegIndex","enumeratedString","DKK-CIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","DKK-CIBOR2-DKNA13"
"FloatLegIndex","enumeratedString","DKK-CITA-DKNA14-COMPOUND"
"FloatLegIndex","enumeratedString","DKK-DKKOIS-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","ESP-CPI"
"FloatLegIndex","enumeratedString","ESP-HICP"
"FloatLegIndex","enumeratedString","ESP-R-CPI"
"FloatLegIndex","enumeratedString","ESP-R-HICP"
"FloatLegIndex","enumeratedString","EUR USD-Basis Swaps-11:00-ICAP"
"FloatLegIndex","enumeratedString","EUR-AI-CPI"
"FloatLegIndex","enumeratedString","EUR-AI-R-CPI"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-10:00"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-10:00-Bloomberg"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-10:00-ICAP"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-10:00-SwapMarker"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-11:00"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-11:00-Bloomberg"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-11:00-ICAP"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-11:00-SwapMarker"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-3 Month"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-3 Month-SwapMarker"
"FloatLegIndex","enumeratedString","EUR-Annual Swap Rate-Reference Banks"
"FloatLegIndex","enumeratedString","EUR-EONIA-AVERAGE"
"FloatLegIndex","enumeratedString","EUR-EONIA-OIS-10:00-BGCANTOR"
"FloatLegIndex","enumeratedString","EUR-EONIA-OIS-10:00-ICAP"
"FloatLegIndex","enumeratedString","EUR-EONIA-OIS-11:00-ICAP"
"FloatLegIndex","enumeratedString","EUR-EONIA-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","EUR-EONIA-OIS-COMPOUND-Bloomberg"
"FloatLegIndex","enumeratedString","EUR-EONIA-Swap-Index"
"FloatLegIndex","enumeratedString","EUR-EURIBOR-Act/365"
"FloatLegIndex","enumeratedString","EUR-EURIBOR-Act/365-Bloomberg"
"FloatLegIndex","enumeratedString","EUR-EURIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","EUR-EURIBOR-Reuters"
"FloatLegIndex","enumeratedString","EUR-EURIBOR-Telerate"
"FloatLegIndex","enumeratedString","EUR-EURONIA-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","EUR-EXT-CPI"
"FloatLegIndex","enumeratedString","EUR-EXT-R-CPI"
"FloatLegIndex","enumeratedString","EUR-EuroSTR-COMPOUND"
"FloatLegIndex","enumeratedString","EUR-ISDA-EURIBOR Swap Rate-11:00"
"FloatLegIndex","enumeratedString","EUR-ISDA-EURIBOR Swap Rate-12:00"
"FloatLegIndex","enumeratedString","EUR-ISDA-LIBOR Swap Rate-10:00"
"FloatLegIndex","enumeratedString","EUR-ISDA-LIBOR Swap Rate-11:00"
"FloatLegIndex","enumeratedString","EUR-LIBOR-BBA"
"FloatLegIndex","enumeratedString","EUR-LIBOR-BBA-Bloomberg"
"FloatLegIndex","enumeratedString","EUR-LIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","EUR-TAM-CDC"
"FloatLegIndex","enumeratedString","EUR-TEC10-CNO"
"FloatLegIndex","enumeratedString","EUR-TEC10-CNO-SwapMarker"
"FloatLegIndex","enumeratedString","EUR-TEC10-Reference Banks"
"FloatLegIndex","enumeratedString","EUR-TEC5-CNO"
"FloatLegIndex","enumeratedString","EUR-TEC5-CNO-SwapMarker"
"FloatLegIndex","enumeratedString","EUR-TEC5-Reference Banks"
"FloatLegIndex","enumeratedString","EUR-TMM-CDC-COMPOUND"
"FloatLegIndex","enumeratedString","FIN-CPI"
"FloatLegIndex","enumeratedString","FIN-HICP"
"FloatLegIndex","enumeratedString","FRC-EXT-CPI"
"FloatLegIndex","enumeratedString","FRC-HICP"
"FloatLegIndex","enumeratedString","GBP USD-Basis Swaps-11:00-ICAP"
"FloatLegIndex","enumeratedString","GBP-ISDA-Swap Rate"
"FloatLegIndex","enumeratedString","GBP-LIBOR-BBA"
"FloatLegIndex","enumeratedString","GBP-LIBOR-BBA-Bloomberg"
"FloatLegIndex","enumeratedString","GBP-LIBOR-ISDA"
"FloatLegIndex","enumeratedString","GBP-LIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","GBP-SONIA-COMPOUND"
"FloatLegIndex","enumeratedString","GBP-SONIA-OIS-11:00-ICAP"
"FloatLegIndex","enumeratedString","GBP-Semi-Annual Swap Rate"
"FloatLegIndex","enumeratedString","GBP-Semi-Annual Swap Rate-11:00-ICAP"
"FloatLegIndex","enumeratedString","GBP-Semi-Annual Swap Rate-Reference Banks"
"FloatLegIndex","enumeratedString","GBP-Semi-Annual Swap Rate-SwapMarker26."
"FloatLegIndex","enumeratedString","GBP-WMBA-SONIA-COMPOUND"
"FloatLegIndex","enumeratedString","GRD-CPI"
"FloatLegIndex","enumeratedString","GRD-HICP"
"FloatLegIndex","enumeratedString","HKD-CPI"
"FloatLegIndex","enumeratedString","HKD-HIBOR-HIBOR-Bloomberg"
"FloatLegIndex","enumeratedString","HKD-HIBOR-HIBOR="
"FloatLegIndex","enumeratedString","HKD-HIBOR-HKAB"
"FloatLegIndex","enumeratedString","HKD-HIBOR-HKAB-Bloomberg"
"FloatLegIndex","enumeratedString","HKD-HIBOR-ISDC"
"FloatLegIndex","enumeratedString","HKD-HIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","HKD-HONIX-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","HKD-ISDA-Swap Rate-11:00"
"FloatLegIndex","enumeratedString","HKD-ISDA-Swap Rate-4:00"
"FloatLegIndex","enumeratedString","HKD-Quarterly-Annual Swap Rate-11:00-BGCANTOR"
"FloatLegIndex","enumeratedString","HKD-Quarterly-Annual Swap Rate-4:00-BGCANTOR"
"FloatLegIndex","enumeratedString","HKD-Quarterly-Annual Swap Rate-Reference Banks"
"FloatLegIndex","enumeratedString","HUF-BUBOR-Reference Banks"
"FloatLegIndex","enumeratedString","HUF-BUBOR-Reuters"
"FloatLegIndex","enumeratedString","HUF-CPI"
"FloatLegIndex","enumeratedString","IDR-CPI"
"FloatLegIndex","enumeratedString","ILS-CPI"
"FloatLegIndex","enumeratedString","ILS-TELBOR01-Reuters"
"FloatLegIndex","enumeratedString","INR-FBIL-MIBOR-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","INR-MIBOR-INB_MIBOR"
"FloatLegIndex","enumeratedString","INR-MIBOR-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","IRL-CPI"
"FloatLegIndex","enumeratedString","IRL-HICP"
"FloatLegIndex","enumeratedString","ISK-CPI"
"FloatLegIndex","enumeratedString","ISK-HICP"
"FloatLegIndex","enumeratedString","ITL-BC-EXT-CPI"
"FloatLegIndex","enumeratedString","ITL-BC-INT-CPI"
"FloatLegIndex","enumeratedString","ITL-HICP"
"FloatLegIndex","enumeratedString","ITL-WC-EXT-CPI"
"FloatLegIndex","enumeratedString","ITL-WC-INT-CPI"
"FloatLegIndex","enumeratedString","JPY USD-Basis Swaps-11:00-ICAP"
"FloatLegIndex","enumeratedString","JPY-BBSF-Bloomberg-10:00"
"FloatLegIndex","enumeratedString","JPY-BBSF-Bloomberg-15:00"
"FloatLegIndex","enumeratedString","JPY-CPI-EXF"
"FloatLegIndex","enumeratedString","JPY-ISDA-Swap Rate-10:00"
"FloatLegIndex","enumeratedString","JPY-ISDA-Swap Rate-15:00"
"FloatLegIndex","enumeratedString","JPY-LIBOR-BBA"
"FloatLegIndex","enumeratedString","JPY-LIBOR-BBA-Bloomberg"
"FloatLegIndex","enumeratedString","JPY-LIBOR-FRASETT"
"FloatLegIndex","enumeratedString","JPY-LIBOR-ISDA"
"FloatLegIndex","enumeratedString","JPY-LIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","JPY-MUTANCALL-TONAR"
"FloatLegIndex","enumeratedString","JPY-OIS-11:00-ICAP"
"FloatLegIndex","enumeratedString","JPY-TIBOR-17096"
"FloatLegIndex","enumeratedString","JPY-TIBOR-17097"
"FloatLegIndex","enumeratedString","JPY-TIBOR-TIBM (10 Banks)"
"FloatLegIndex","enumeratedString","JPY-TIBOR-TIBM (5 Banks)"
"FloatLegIndex","enumeratedString","JPY-TIBOR-TIBM (All Banks)"
"FloatLegIndex","enumeratedString","JPY-TIBOR-TIBM (All Banks)-Bloomberg"
"FloatLegIndex","enumeratedString","JPY-TIBOR-TIBM-Reference Banks"
"FloatLegIndex","enumeratedString","JPY-TIBOR-ZTIBOR"
"FloatLegIndex","enumeratedString","JPY-TONA-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","JPY-TSR-Reference Banks"
"FloatLegIndex","enumeratedString","JPY-TSR-Reuters-10:00"
"FloatLegIndex","enumeratedString","JPY-TSR-Reuters-15:00"
"FloatLegIndex","enumeratedString","JPY-TSR-Telerate-10:00"
"FloatLegIndex","enumeratedString","JPY-TSR-Telerate-15:00"
"FloatLegIndex","enumeratedString","KRW-CD-3220"
"FloatLegIndex","enumeratedString","KRW-CD-KSDA-Bloomberg"
"FloatLegIndex","enumeratedString","KRW-CD-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","KRW-CPI"
"FloatLegIndex","enumeratedString","LUX-CPI"
"FloatLegIndex","enumeratedString","LUX-HICP"
"FloatLegIndex","enumeratedString","MXN-CPI"
"FloatLegIndex","enumeratedString","MXN-TIIE-Banxico"
"FloatLegIndex","enumeratedString","MXN-TIIE-Banxico-Bloomberg"
"FloatLegIndex","enumeratedString","MXN-TIIE-Banxico-Reference Banks"
"FloatLegIndex","enumeratedString","MXN-UDI"
"FloatLegIndex","enumeratedString","MYR-CPI"
"FloatLegIndex","enumeratedString","MYR-KLIBOR-BNM"
"FloatLegIndex","enumeratedString","NLG-CPI"
"FloatLegIndex","enumeratedString","NLG-HICP"
"FloatLegIndex","enumeratedString","NOK-CPI"
"FloatLegIndex","enumeratedString","NOK-NIBOR-NIBR"
"FloatLegIndex","enumeratedString","NOK-NIBOR-NIBR-Reference Banks"
"FloatLegIndex","enumeratedString","NOK-NIBOR-OIBOR"
"FloatLegIndex","enumeratedString","NOK-NIBOR-Reference Banks"
"FloatLegIndex","enumeratedString","NZD-BBR-BID"
"FloatLegIndex","enumeratedString","NZD-BBR-FRA"
"FloatLegIndex","enumeratedString","NZD-BBR-ISDC"
"FloatLegIndex","enumeratedString","NZD-BBR-Reference Banks"
"FloatLegIndex","enumeratedString","NZD-BBR-Telerate"
"FloatLegIndex","enumeratedString","NZD-CPI"
"FloatLegIndex","enumeratedString","NZD-NZIONA-OIS-COMPOUND"
"FloatLegIndex","enumeratedString","NZD-Swap Rate-ICAP"
"FloatLegIndex","enumeratedString","NZD-Swap Rate-ICAP-Reference Banks"
"FloatLegIndex","enumeratedString","PEN-TIS"
