"typeName","type","value"
"ProductMasterType","enumeratedString","Credit:Exotic:Other"
"ProductMasterType","enumeratedString","Credit:Exotic:StructuredCDS"
"ProductMasterType","enumeratedString","Credit:Index:ABX"
"ProductMasterType","enumeratedString","Credit:Index:CDX"
"ProductMasterType","enumeratedString","Credit:Index:CMBX"
"ProductMasterType","enumeratedString","Credit:Index:IOS"
"ProductMasterType","enumeratedString","Credit:Index:LCDX"
"ProductMasterType","enumeratedString","Credit:Index:MBX"
"ProductMasterType","enumeratedString","Credit:Index:MCDX"
"ProductMasterType","enumeratedString","Credit:Index:PO"
"ProductMasterType","enumeratedString","Credit:Index:PrimeX"
"ProductMasterType","enumeratedString","Credit:Index:SP"
"ProductMasterType","enumeratedString","Credit:Index:TRX"
"ProductMasterType","enumeratedString","Credit:Index:iTraxx"
"ProductMasterType","enumeratedString","Credit:IndexTranche:ABX"
"ProductMasterType","enumeratedString","Credit:IndexTranche:CDX"
"ProductMasterType","enumeratedString","Credit:IndexTranche:CDXStructuredTranche"
"ProductMasterType","enumeratedString","Credit:IndexTranche:LCDX"
"ProductMasterType","enumeratedString","Credit:IndexTranche:MCDX"
"ProductMasterType","enumeratedString","Credit:IndexTranche:iTraxx"
"ProductMasterType","enumeratedString","Credit:IndexTranche:iTraxxStructuredTranche"
"ProductMasterType","enumeratedString","Credit:SingleName"
"ProductMasterType","enumeratedString","Credit:SingleName:ABS"
"ProductMasterType","enumeratedString","Credit:SingleName:Corporate"
"ProductMasterType","enumeratedString","Credit:SingleName:Loans"
"ProductMasterType","enumeratedString","Credit:SingleName:Muni"
"ProductMasterType","enumeratedString","Credit:SingleName:RecoveryCDS"
"ProductMasterType","enumeratedString","Credit:SingleName:Sovereign"
"ProductMasterType","enumeratedString","Credit:Swaptions:CDX"
"ProductMasterType","enumeratedString","Credit:Swaptions:Corporate"
"ProductMasterType","enumeratedString","Credit:Swaptions:MCDX"
"ProductMasterType","enumeratedString","Credit:Swaptions:Muni"
"ProductMasterType","enumeratedString","Credit:Swaptions:Sovereign"
"ProductMasterType","enumeratedString","Credit:Swaptions:iTraxx"
"ProductMasterType","enumeratedString","Credit:TotalReturnSwap"
"ProductMasterType","enumeratedString","Credit:TotalReturnSwapIndex:iBoxx"
"ProductMasterType","enumeratedString","Equity:ContractForDifference:PriceReturnBasicPerformance"
"ProductMasterType","enumeratedString","Equity:Forward:PriceReturnBasicPerformance"
"ProductMasterType","enumeratedString","Equity:Option:ParameterReturnDividend"
"ProductMasterType","enumeratedString","Equity:Option:ParameterReturnVariance"
"ProductMasterType","enumeratedString","Equity:Option:ParameterReturnVolatility"
"ProductMasterType","enumeratedString","Equity:Option:PriceReturnBasicPerformance"
"ProductMasterType","enumeratedString","Equity:Other"
"ProductMasterType","enumeratedString","Equity:PortfolioSwap:PriceReturnBasicPerformance"
"ProductMasterType","enumeratedString","Equity:Swap:ParameterReturnDividend"
"ProductMasterType","enumeratedString","Equity:Swap:ParameterReturnVariance"
"ProductMasterType","enumeratedString","Equity:Swap:ParameterReturnVolatility"
"ProductMasterType","enumeratedString","Equity:Swap:PriceReturnBasicPerformance"
"ProductMasterType","enumeratedString","ForeignExchange:ComplexExotic"
"ProductMasterType","enumeratedString","ForeignExchange:Forward"
"ProductMasterType","enumeratedString","ForeignExchange:NDF"
"ProductMasterType","enumeratedString","ForeignExchange:NDO"
"ProductMasterType","enumeratedString","ForeignExchange:SimpleExotic:Barrier"
"ProductMasterType","enumeratedString","ForeignExchange:SimpleExotic:Digital"
"ProductMasterType","enumeratedString","ForeignExchange:Spot"
"ProductMasterType","enumeratedString","ForeignExchange:VanillaOption"
"ProductMasterType","enumeratedString","InterestRate:CapFloor"
"ProductMasterType","enumeratedString","InterestRate:CrossCurrency:Basis"
"ProductMasterType","enumeratedString","InterestRate:CrossCurrency:FixedFixed"
"ProductMasterType","enumeratedString","InterestRate:CrossCurrency:FixedFloat"
"ProductMasterType","enumeratedString","InterestRate:Exotic"
"ProductMasterType","enumeratedString","InterestRate:FRA"
"ProductMasterType","enumeratedString","InterestRate:Forward:Debt"
"ProductMasterType","enumeratedString","InterestRate:IRSwap:Basis"
"ProductMasterType","enumeratedString","InterestRate:IRSwap:FixedFixed"
"ProductMasterType","enumeratedString","InterestRate:IRSwap:FixedFloat"
"ProductMasterType","enumeratedString","InterestRate:IRSwap:Inflation"
"ProductMasterType","enumeratedString","InterestRate:IRSwap:OIS"
"ProductMasterType","enumeratedString","InterestRate:IRSwap:ZC"
"ProductMasterType","enumeratedString","InterestRate:Option:DebtOption"
"ProductMasterType","enumeratedString","InterestRate:Option:Swaption"
"ProductStructure","enumeratedString","Butterfly"
"ProductStructure","enumeratedString","CalendarRoll"
"ProductStructure","enumeratedString","CalendarSpread"
"ProductStructure","enumeratedString","Curve"
"ProductStructure","enumeratedString","Custom"
"ProductStructure","enumeratedString","ExchangeForPhysical"
"ProductStructure","enumeratedString","IndexRoll"
"ProductStructure","enumeratedString","InvoiceSpread"
"ProductStructure","enumeratedString","OneCancelsOthers"
"ProductStructure","enumeratedString","Other"
"ProductStructure","enumeratedString","Outright"
"ProductStructure","enumeratedString","RiskReversal"
"ProductStructure","enumeratedString","Roll"
"ProductStructure","enumeratedString","Spread"
"ProductStructure","enumeratedString","SwapFuture"
"ProductStructure","enumeratedString","SwapSpread"
"ProductStructure","enumeratedString","Switch"
"ProductTaxonomies","enumeratedString","ESMA"
"ProductTaxonomies","enumeratedString","ISDA1.0"
"ProductTaxonomies","enumeratedString","ISDA2.0"
"ProductVariant","enumeratedString","Custom"
"ProductVariant","enumeratedString","IMM"
"ProductVariant","enumeratedString","MAC"
"ProductVariant","enumeratedString","Standard"
"QFCPhaseInCategory","enumeratedString","Phase1"
"QFCPhaseInCategory","enumeratedString","Phase2"
"QFCPhaseInCategory","enumeratedString","Phase3"
"QFCPhaseInCategory","enumeratedString","Phase4"
"QuoteResponseType","enumeratedString","Firm"
"QuoteResponseType","enumeratedString","Indicative"
"QuoteResponseType","enumeratedString","NotApplicable"
"QuoteType","enumeratedString","ActionableIOI"
"QuoteType","enumeratedString","Bid"
"QuoteType","enumeratedString","NotApplicable"
"QuoteType","enumeratedString","Offer"
"RateSourcePageType","enumeratedString","ARS.MAE/ARS05"
"RateSourcePageType","enumeratedString","BRL.PTAX/BRL09"
"RateSourcePageType","enumeratedString","CLP.DOLAR.OBS/CLP10"
"RateSourcePageType","enumeratedString","CNY.SAEC/CNY01"
"RateSourcePageType","enumeratedString","COP.TRM/COP02"
"RateSourcePageType","enumeratedString","EGP.FEMF/EGP01"
"RateSourcePageType","enumeratedString","GHS.ICAP/GHS01"
"RateSourcePageType","enumeratedString","IDR.JISDOR/IDR04"
"RateSourcePageType","enumeratedString","INR.RBIB/INR01"
"RateSourcePageType","enumeratedString","KRW.KFTC18/KRW02"
"RateSourcePageType","enumeratedString","KZT.KASE/KZT01"
"RateSourcePageType","enumeratedString","MYR.PPKM/MYR03"
"RateSourcePageType","enumeratedString","NGN.FMDA/NGN01"
"RateSourcePageType","enumeratedString","PEN.INTERBANK.AVE/PEN05"
"RateSourcePageType","enumeratedString","PHP.PDSPESO/PHP06"
"RateSourcePageType","enumeratedString","PKR.SBPK/PKR01"
"RateSourcePageType","enumeratedString","RUB.CME-EMTA/RUB03"
"RateSourcePageType","enumeratedString","Reuters.FXFIX"
"RateSourcePageType","enumeratedString","Reuters.WMRPSPOT01"
"RateSourcePageType","enumeratedString","THB.VWAP/THB01"
"RateSourcePageType","enumeratedString","TWD.TAIFX1/TWD03"
"RateSourcePageType","enumeratedString","UAH.EMTA.INDUSTRY.SURVEY.RATE/UAH02"
"RateSourcePageType","enumeratedString","VND.ABS/VND01"
"RegulatorShortName","enumeratedString","AMF"
"RegulatorShortName","enumeratedString","ASIC"
"RegulatorShortName","enumeratedString","CFTC"
"RegulatorShortName","enumeratedString","ESMA"
"RegulatorShortName","enumeratedString","FSFM"
"RegulatorShortName","enumeratedString","JFSA"
"RegulatorShortName","enumeratedString","MAS"
"RegulatorShortName","enumeratedString","MSC"
"RegulatorShortName","enumeratedString","OSC"
"RegulatorShortName","enumeratedString","SEC"
"RegulatorShortName","enumeratedString","SFC"
"RelationshipStates","enumeratedString","Closed"
"RelationshipStates","enumeratedString","Disengagement"
"RelationshipStates","enumeratedString","Open"
"ReportingParty","enumeratedString","ccp"
"ReportingParty","enumeratedString","contraparty"
"ReportingParty","enumeratedString","counterparty"
"ReportingParty","enumeratedString","execution-venue"
"RollConvention","enumeratedString","1"
"RollConvention","enumeratedString","10"
"RollConvention","enumeratedString","11"
"RollConvention","enumeratedString","12"
"RollConvention","enumeratedString","13"
"RollConvention","enumeratedString","14"
"RollConvention","enumeratedString","15"
"RollConvention","enumeratedString","16"
"RollConvention","enumeratedString","17"
"RollConvention","enumeratedString","18"
"RollConvention","enumeratedString","19"
"RollConvention","enumeratedString","2"
"RollConvention","enumeratedString","20"
"RollConvention","enumeratedString","21"
"RollConvention","enumeratedString","22"
"RollConvention","enumeratedString","23"
"RollConvention","enumeratedString","24"
"RollConvention","enumeratedString","25"
"RollConvention","enumeratedString","26"
"RollConvention","enumeratedString","27"
"RollConvention","enumeratedString","28"
"RollConvention","enumeratedString","29"
"RollConvention","enumeratedString","3"
"RollConvention","enumeratedString","30"
"RollConvention","enumeratedString","4"
"RollConvention","enumeratedString","5"
"RollConvention","enumeratedString","6"
"RollConvention","enumeratedString","7"
"RollConvention","enumeratedString","8"
"RollConvention","enumeratedString","9"
"RollConvention","enumeratedString","EOM"
"RollConvention","enumeratedString","FRI"
"RollConvention","enumeratedString","FRN"
"RollConvention","enumeratedString","IMM"
"RollConvention","enumeratedString","IMMAUD"
"RollConvention","enumeratedString","IMMCAD"
"RollConvention","enumeratedString","IMMNZD"
"RollConvention","enumeratedString","MON"
"RollConvention","enumeratedString","NONE"
"RollConvention","enumeratedString","SAT"
"RollConvention","enumeratedString","SFE"
"RollConvention","enumeratedString","SUN"
"RollConvention","enumeratedString","TBILL"
"RollConvention","enumeratedString","THU"
"RollConvention","enumeratedString","TUE"
"RollConvention","enumeratedString","WED"
"SIXTradingSegments","enumeratedString","BlueChipShares"
"SIXTradingSegments","enumeratedString","Bonds-CHF"
"SIXTradingSegments","enumeratedString","Bonds-CHF-MD"
"SIXTradingSegments","enumeratedString","Bonds-CHFSwissConfederation"
"SIXTradingSegments","enumeratedString","Bonds-CHFSwissPfandbriefe"
"SIXTradingSegments","enumeratedString","Bonds-NonCHF"
"SIXTradingSegments","enumeratedString","Bonds-NonCHF-MD"
"SIXTradingSegments","enumeratedString","ETFonbondsoftheSwissConfederation"
"SIXTradingSegments","enumeratedString","ETFs"
"SIXTradingSegments","enumeratedString","ETPs"
"SIXTradingSegments","enumeratedString","ETSFs"
"SIXTradingSegments","enumeratedString","InvestmentFunds"
"SIXTradingSegments","enumeratedString","MidSmallCapShares"
"SIXTradingSegments","enumeratedString","RightsOptions"
"SIXTradingSegments","enumeratedString","SecondaryListingShares"
"SIXTradingSegments","enumeratedString","SeparateTradingLines"
"SIXTradingSegments","enumeratedString","SponsoredForeignShares"
"SIXTradingSegments","enumeratedString","SponsoredFunds"
"SIXTradingSegments","enumeratedString","StructuredProducts"
"SettlementMethod","enumeratedString","Cash"
"SettlementMethod","enumeratedString","Physical"
"SettlementMethod","enumeratedString","Standard"
"StubType","enumeratedString","LongFinal"
"StubType","enumeratedString","LongInitial"
"StubType","enumeratedString","ShortFinal"
"StubType","enumeratedString","ShortInitial"
"SubProduct","enumeratedString","!NULL"
"SubProduct","enumeratedString","ABS"
"SubProduct","enumeratedString","ABX"
"SubProduct","enumeratedString","Barrier"
"SubProduct","enumeratedString","Basis"
"SubProduct","enumeratedString","CDX"
"SubProduct","enumeratedString","CDXStructuredTranche"
"SubProduct","enumeratedString","CMBX"
"SubProduct","enumeratedString","Coal"
"SubProduct","enumeratedString","Corporate"
"SubProduct","enumeratedString","Dairy"
"SubProduct","enumeratedString","Debt"
"SubProduct","enumeratedString","DebtOption"
"SubProduct","enumeratedString","Digital"
"SubProduct","enumeratedString","Elec"
"SubProduct","enumeratedString","Emissions"
"SubProduct","enumeratedString","FixedFixed"
"SubProduct","enumeratedString","FixedFloat"
"SubProduct","enumeratedString","Forestry"
"SubProduct","enumeratedString","GrainsOilSeeds"
"SubProduct","enumeratedString","IOS"
"SubProduct","enumeratedString","Inflation"
"SubProduct","enumeratedString","InterEnergy"
"SubProduct","enumeratedString","LCDX"
"SubProduct","enumeratedString","Livestock"
"SubProduct","enumeratedString","Loans"
"SubProduct","enumeratedString","MBX"
"SubProduct","enumeratedString","MCDX"
"SubProduct","enumeratedString","Muni"
"SubProduct","enumeratedString","NatGas"
"SubProduct","enumeratedString","NonPrecious"
"SubProduct","enumeratedString","OIS"
"SubProduct","enumeratedString","Oil"
"SubProduct","enumeratedString","Other"
"SubProduct","enumeratedString","PO"
"SubProduct","enumeratedString","ParameterReturnDividend"
"SubProduct","enumeratedString","ParameterReturnVariance"
"SubProduct","enumeratedString","ParameterReturnVolatility"
"SubProduct","enumeratedString","Precious"
"SubProduct","enumeratedString","PriceReturnBasicPerformance"
"SubProduct","enumeratedString","PrimeX"
"SubProduct","enumeratedString","RatesRangeAccrual"
"SubProduct","enumeratedString","RecoveryCDS"
"SubProduct","enumeratedString","SP"
"SubProduct","enumeratedString","Softs"
"SubProduct","enumeratedString","Sovereign"
"SubProduct","enumeratedString","StructuredCDS"
"SubProduct","enumeratedString","Swaption"
"SubProduct","enumeratedString","TRX"
"SubProduct","enumeratedString","Weather"
"SubProduct","enumeratedString","ZC"
"SubProduct","enumeratedString","iBoxx"
"SubProduct","enumeratedString","iTraxx"
"SubProduct","enumeratedString","iTraxxStructuredTranche"
"SummaryRiskIndicators","enumeratedString","1"
"SummaryRiskIndicators","enumeratedString","2"
"SummaryRiskIndicators","enumeratedString","3"
"SummaryRiskIndicators","enumeratedString","4"
"SummaryRiskIndicators","enumeratedString","5"
"SummaryRiskIndicators","enumeratedString","6"
"SummaryRiskIndicators","enumeratedString","7"
"SupportedProducts","enumeratedString","Equity"
"SupportedProducts","enumeratedString","FixedIncomeSecurity"
"SupportedProducts","enumeratedString","ListedDerivative"
"SupportedProducts","enumeratedString","OTCDerivative"
"SwaptionExerciseStyle","enumeratedString","American"
"SwaptionExerciseStyle","enumeratedString","Bermuda"
"SwaptionExerciseStyle","enumeratedString","European"
"TradeEventType","enumeratedString","Change"
"TradeEventType","enumeratedString","Creation"
"TradeEventType","enumeratedString","Termination"
"TradingCapacity","enumeratedString","Agent"
"TradingCapacity","enumeratedString","NotApplicable"
"TradingCapacity","enumeratedString","Principal"
"TransactionType","enumeratedString","ABXHE"
"TransactionType","enumeratedString","ABXTranche"
"TransactionType","enumeratedString","AsiaCorporate"
"TransactionType","enumeratedString","AsiaSovereign"
"TransactionType","enumeratedString","AustraliaCorporate"
"TransactionType","enumeratedString","AustraliaSovereign"
"TransactionType","enumeratedString","Basket"
"TransactionType","enumeratedString","BespokeTranche"
"TransactionType","enumeratedString","CDSSwaption"
"TransactionType","enumeratedString","CDSonCDO"
"TransactionType","enumeratedString","CDXBlendedTranche"
"TransactionType","enumeratedString","CDXEM"
"TransactionType","enumeratedString","CDXEmergingMarkets"
"TransactionType","enumeratedString","CDXEmergingMarketsDiversified"
"TransactionType","enumeratedString","CDXHY"
"TransactionType","enumeratedString","CDXIG"
"TransactionType","enumeratedString","CDXRiskyZeroTranche"
"TransactionType","enumeratedString","CDXSwaption"
"TransactionType","enumeratedString","CDXTrancheHY"
"TransactionType","enumeratedString","CDXTrancheIG"
"TransactionType","enumeratedString","CDXTrancheXO"
"TransactionType","enumeratedString","CDXXO"
"TransactionType","enumeratedString","CMBX"
"TransactionType","enumeratedString","ContingentCDS"
"TransactionType","enumeratedString","ELCDS"
"TransactionType","enumeratedString","EmergingEuropeanAndMiddleEasternSovereign"
"TransactionType","enumeratedString","EmergingEuropeanCorporate"
"TransactionType","enumeratedString","EmergingEuropeanCorporateLPN"
"TransactionType","enumeratedString","EuropeanCorporate"
"TransactionType","enumeratedString","EuropeanMBS"
"TransactionType","enumeratedString","Exotic"
"TransactionType","enumeratedString","FirsttoDefaultNthtoDefault"
"TransactionType","enumeratedString","FixedRecoverySwaps"
"TransactionType","enumeratedString","IOS"
"TransactionType","enumeratedString","IndexContingentCDS"
"TransactionType","enumeratedString","JapanCorporate"
"TransactionType","enumeratedString","JapanSovereign"
"TransactionType","enumeratedString","LCDS"
"TransactionType","enumeratedString","LCDX"
"TransactionType","enumeratedString","LCDXTranche"
"TransactionType","enumeratedString","LatinAmericaCorporate"
"TransactionType","enumeratedString","LatinAmericaCorporateBond"
"TransactionType","enumeratedString","LatinAmericaCorporateBondOrLoan"
"TransactionType","enumeratedString","LatinAmericaSovereign"
"TransactionType","enumeratedString","LoanLease"
"TransactionType","enumeratedString","MBS"
"TransactionType","enumeratedString","MBX"
"TransactionType","enumeratedString","MCDX"
"TransactionType","enumeratedString","MCDXSwaption"
"TransactionType","enumeratedString","MCDXTranche"
"TransactionType","enumeratedString","NewZealandCorporate"
"TransactionType","enumeratedString","NewZealandSovereign"
"TransactionType","enumeratedString","NorthAmericanCorporate"
"TransactionType","enumeratedString","Option"
"TransactionType","enumeratedString","PO"
"TransactionType","enumeratedString","PrimeX"
"TransactionType","enumeratedString","RecoveryLocks"
"TransactionType","enumeratedString","Refobonly"
"TransactionType","enumeratedString","SingaporeCorporate"
"TransactionType","enumeratedString","SingaporeSovereign"
"TransactionType","enumeratedString","SingleIndex"
"TransactionType","enumeratedString","SingleName"
"TransactionType","enumeratedString","SpotFwd"
"TransactionType","enumeratedString","StandardAsiaCorporate"
"TransactionType","enumeratedString","StandardAsiaSovereign"
"TransactionType","enumeratedString","StandardAustraliaCorporate"
"TransactionType","enumeratedString","StandardAustraliaSovereign"
"TransactionType","enumeratedString","StandardCDXTrancheHY"
"TransactionType","enumeratedString","StandardCDXTrancheIG"
"TransactionType","enumeratedString","StandardEmergingEuropeanAndMiddleEasternSovereign"
"TransactionType","enumeratedString","StandardEmergingEuropeanCorporate"
"TransactionType","enumeratedString","StandardEmergingEuropeanCorporateLPN"
"TransactionType","enumeratedString","StandardEuropeanCorporate"
"TransactionType","enumeratedString","StandardJapanCorporate"
"TransactionType","enumeratedString","StandardJapanSovereign"
"TransactionType","enumeratedString","StandardLCDSBullet"
"TransactionType","enumeratedString","StandardLCDXBullet"
"TransactionType","enumeratedString","StandardLCDXBulletTranche"
"TransactionType","enumeratedString","StandardLatinAmericaCorporateBond"
"TransactionType","enumeratedString","StandardLatinAmericaCorporateBondOrLoan"
"TransactionType","enumeratedString","StandardLatinAmericaSovereign"
"TransactionType","enumeratedString","StandardNewZealandCorporate"
"TransactionType","enumeratedString","StandardNewZealandSovereign"
"TransactionType","enumeratedString","StandardNorthAmericanCorporate"
"TransactionType","enumeratedString","StandardSingaporeCorporate"
"TransactionType","enumeratedString","StandardSingaporeSovereign"
"TransactionType","enumeratedString","StandardSubordinatedEuropeanInsuranceCorporate"
"TransactionType","enumeratedString","StandardSukukCorporate"
"TransactionType","enumeratedString","StandardSukukSovereign"
"TransactionType","enumeratedString","StandardUSMunicipalFullFaithAndCredit"
"TransactionType","enumeratedString","StandardUSMunicipalGeneralFund"
"TransactionType","enumeratedString","StandardUSMunicipalRevenue"
"TransactionType","enumeratedString","StandardWesternEuropeanSovereign"
"TransactionType","enumeratedString","StandardiTraxxEuropeTranche"
"TransactionType","enumeratedString","SubordinatedEuropeanInsuranceCorporate"
"TransactionType","enumeratedString","SukukCorporate"
"TransactionType","enumeratedString","SukukSovereign"
"TransactionType","enumeratedString","Swap"
"TransactionType","enumeratedString","TRX"
"TransactionType","enumeratedString","Transmission"
"TransactionType","enumeratedString","Transport"
"TransactionType","enumeratedString","USMunicipalFullFaithAndCredit"
"TransactionType","enumeratedString","USMunicipalGeneralFund"
"TransactionType","enumeratedString","USMunicipalRevenue"
"TransactionType","enumeratedString","WesternEuropeanSovereign"
"TransactionType","enumeratedString","iTraxxAsiaExJapan"
"TransactionType","enumeratedString","iTraxxAsiaExJapanIG"
"TransactionType","enumeratedString","iTraxxAsiaExJapanSwaption"
"TransactionType","enumeratedString","iTraxxAsiaExJapanTranche"
"TransactionType","enumeratedString","iTraxxAustralia"
"TransactionType","enumeratedString","iTraxxAustraliaSwaption"
"TransactionType","enumeratedString","iTraxxAustraliaTranche"
"TransactionType","enumeratedString","iTraxxBlendedTranche"
"TransactionType","enumeratedString","iTraxxCEEMEA"
"TransactionType","enumeratedString","iTraxxEurope"
"TransactionType","enumeratedString","iTraxxEuropeSeniorFinancials"
"TransactionType","enumeratedString","iTraxxEuropeSubFinancials"
"TransactionType","enumeratedString","iTraxxEuropeSwaption"
"TransactionType","enumeratedString","iTraxxEuropeTranche"
"TransactionType","enumeratedString","iTraxxJapan"
"TransactionType","enumeratedString","iTraxxJapanSwaption"
"TransactionType","enumeratedString","iTraxxJapanTranche"
"TransactionType","enumeratedString","iTraxxLevX"
"TransactionType","enumeratedString","iTraxxLevXSenior"
"TransactionType","enumeratedString","iTraxxRiskyZeroTranche"
"TransactionType","enumeratedString","iTraxxSDI"
"TransactionType","enumeratedString","iTraxxSovX"
"TransactionType","enumeratedString","iTraxxSovXAsiaPacific"
"TransactionType","enumeratedString","iTraxxSovXCEEMEA"
"TransactionType","enumeratedString","iTraxxSovXSwaption"
"TransactionType","enumeratedString","iTraxxSovXWesternEurope"
"UMDeferralRegimes","enumeratedString","CFTC"
"UMDeferralRegimes","enumeratedString","Canada"
"UMDeferralRegimes","enumeratedString","EMIR"
"UMDeferralRegimes","enumeratedString","Prudential"
"USUnclearedEndUserType","enumeratedString","FinancialEndUser"
"USUnclearedEndUserType","enumeratedString","FinancialEndUserWithMaterialSwapsExposure"
"USUnclearedEndUserType","enumeratedString","NonFinancialEndUser"
"USUnclearedEndUserType","enumeratedString","NotEndUser"
"UnderlyingAgriculturalCommodities","enumeratedString","BRWN"
"UnderlyingAgriculturalCommodities","enumeratedString","CCOA"
"UnderlyingAgriculturalCommodities","enumeratedString","CORN"
"UnderlyingAgriculturalCommodities","enumeratedString","FWHT"
"UnderlyingAgriculturalCommodities","enumeratedString","LAMP"
"UnderlyingAgriculturalCommodities","enumeratedString","MWHT"
"UnderlyingAgriculturalCommodities","enumeratedString","NotApplicable"
"UnderlyingAgriculturalCommodities","enumeratedString","OTHR"
"UnderlyingAgriculturalCommodities","enumeratedString","RICE"
"UnderlyingAgriculturalCommodities","enumeratedString","ROBU"
"UnderlyingAgriculturalCommodities","enumeratedString","RPSD"
"UnderlyingAgriculturalCommodities","enumeratedString","SOYB"
"UnderlyingAgriculturalCommodities","enumeratedString","WHSG"
"UnderlyingAssetType","enumeratedString","BespokeIndex"
"UnderlyingAssetType","enumeratedString","BroadIndex"
"UnderlyingAssetType","enumeratedString","Commodity"
"UnderlyingAssetType","enumeratedString","CurrencyPair"
"UnderlyingAssetType","enumeratedString","ExemptSecurity"
"UnderlyingAssetType","enumeratedString","Index"
"UnderlyingAssetType","enumeratedString","Loans"
"UnderlyingAssetType","enumeratedString","Mixed"
"UnderlyingAssetType","enumeratedString","NarrowIndex"
"UnderlyingAssetType","enumeratedString","NonExemptSecurity"
"UnderlyingAssetType","enumeratedString","PublicIndex"
"UnderlyingAssetType","enumeratedString","Rate"
"UnderlyingAssetType","enumeratedString","Security"
"UnderlyingAssetType","enumeratedString","SingleLoan"
"UnderlyingAssetType","enumeratedString","Unknown"
"UnderlyingEnergy","enumeratedString","BAKK"
"UnderlyingEnergy","enumeratedString","BDSL"
"UnderlyingEnergy","enumeratedString","BRNT"
"UnderlyingEnergy","enumeratedString","BRNX"
"UnderlyingEnergy","enumeratedString","CNDA"
"UnderlyingEnergy","enumeratedString","COND"
"UnderlyingEnergy","enumeratedString","DSEL"
"UnderlyingEnergy","enumeratedString","DUBA"
"UnderlyingEnergy","enumeratedString","ESPO"
"UnderlyingEnergy","enumeratedString","ETHA"
"UnderlyingEnergy","enumeratedString","FOIL"
"UnderlyingEnergy","enumeratedString","FUEL"
"UnderlyingEnergy","enumeratedString","GASP"
"UnderlyingEnergy","enumeratedString","GOIL"
"UnderlyingEnergy","enumeratedString","GSLN"
"UnderlyingEnergy","enumeratedString","HEAT"
"UnderlyingEnergy","enumeratedString","JTFL"
"UnderlyingEnergy","enumeratedString","KERO"
"UnderlyingEnergy","enumeratedString","LLSO"
"UnderlyingEnergy","enumeratedString","LNGG"
"UnderlyingEnergy","enumeratedString","MARS"
"UnderlyingEnergy","enumeratedString","NAPH"
"UnderlyingEnergy","enumeratedString","NBPG"
"UnderlyingEnergy","enumeratedString","NCGG"
"UnderlyingEnergy","enumeratedString","NGLO"
"UnderlyingEnergy","enumeratedString","NotApplicable"
"UnderlyingEnergy","enumeratedString","TAPI"
"UnderlyingEnergy","enumeratedString","TTFG"
"UnderlyingEnergy","enumeratedString","URAL"
"UnderlyingEnergy","enumeratedString","WTIO"
"UnderlyingMetals","enumeratedString","ALUA"
"UnderlyingMetals","enumeratedString","ALUM"
"UnderlyingMetals","enumeratedString","CBLT"
"UnderlyingMetals","enumeratedString","COPR"
"UnderlyingMetals","enumeratedString","GOLD"
"UnderlyingMetals","enumeratedString","IRON"
"UnderlyingMetals","enumeratedString","LEAD"
"UnderlyingMetals","enumeratedString","MOLY"
"UnderlyingMetals","enumeratedString","NASC"
"UnderlyingMetals","enumeratedString","NICK"
"UnderlyingMetals","enumeratedString","NotApplicable"
"UnderlyingMetals","enumeratedString","OTHR"
"UnderlyingMetals","enumeratedString","PLDM"
"UnderlyingMetals","enumeratedString","PTNM"
"UnderlyingMetals","enumeratedString","SLVR"
"UnderlyingMetals","enumeratedString","STEL"
"UnderlyingMetals","enumeratedString","TINN"
"UnderlyingMetals","enumeratedString","ZINC"
"assetClasses","enumeratedString","Commodity"
"assetClasses","enumeratedString","Credit"
"assetClasses","enumeratedString","Equity"
"assetClasses","enumeratedString","ForeignExchange"
"assetClasses","enumeratedString","InterestRate"
"clearingMemberVsClientEnum","enumeratedString","ClearingMember"
"clearingMemberVsClientEnum","enumeratedString","Client"
"emirClearingCategory","enumeratedString","CATEGORY1"
"emirClearingCategory","enumeratedString","CATEGORY2"
"emirClearingCategory","enumeratedString","CATEGORY3"
"emirClearingCategory","enumeratedString","CATEGORY4"
"emirClearingCategory","enumeratedString","NotApplicable"
"emirTCEclassification","enumeratedString","NotApplicable"
"emirTCEclassification","enumeratedString","TCE_CreditInstitution"
"emirTCEclassification","enumeratedString","TCE_FC"
"emirTCEclassification","enumeratedString","TCE_InvestmentFirm"
"emirTCEclassification","enumeratedString","TCE_NFCminus"
"emirTCEclassification","enumeratedString","TCE_NFCplus"
"esmaSubAssetClasses","enumeratedString","agricultural commodity futures/forwards"
"esmaSubAssetClasses","enumeratedString","agricultural commodity options"
"esmaSubAssetClasses","enumeratedString","agricultural commodity swaps"
"esmaSubAssetClasses","enumeratedString","bespoke basket credit default swap"
"esmaSubAssetClasses","enumeratedString","bond cfds"
"esmaSubAssetClasses","enumeratedString","bond futures/forwards"
"esmaSubAssetClasses","enumeratedString","bond options"
"esmaSubAssetClasses","enumeratedString","cds index options"
"esmaSubAssetClasses","enumeratedString","certificates"
"esmaSubAssetClasses","enumeratedString","certified emission reductions"
"esmaSubAssetClasses","enumeratedString","cfds on equity future/forward"
"esmaSubAssetClasses","enumeratedString","cfds on equity option"
"esmaSubAssetClasses","enumeratedString","commodity cfds"
"esmaSubAssetClasses","enumeratedString","convertible bond"
"esmaSubAssetClasses","enumeratedString","corporate bond"
"esmaSubAssetClasses","enumeratedString","covered bond"
"esmaSubAssetClasses","enumeratedString","currency cfds"
"esmaSubAssetClasses","enumeratedString","deliverable forward"
